Name,Artist,Popularity,img,Release date,Genre,Subgenre
Cranes in the Sky,Solange,66,https://i.scdn.co/image/ab67616d0000b2731c4540d0ecafaa45305aa5a0,2016-09-30,r&b,urban contemporary
I Don't Get Tired (#IDGT) (feat. August Alsina),Kevin Gates,65,https://i.scdn.co/image/ab67616d0000b273bf0180a53c00e8dd2d5bd82a,2014-12-15,rap,southern hip hop
Soul Survivor,Jeezy,64,https://i.scdn.co/image/ab67616d0000b273e647a3be0956a5d9769f0444,2005,rap,hip hop
Savin' Me,Nickelback,64,https://i.scdn.co/image/ab67616d0000b273687a75825a4edd459be9e44d,2005-09-26,rock,permanent wave
Dutty Love,Don Omar,60,https://i.scdn.co/image/ab67616d0000b273a5e45cc0dc2afb858f861736,2012-01-01,latin,reggaeton
Knock You Down,Keri Hilson,65,https://i.scdn.co/image/ab67616d0000b2737cee1418480bc213ffca6b05,2009-01-01,r&b,urban contemporary
Anaconda,Nicki Minaj,49,https://i.scdn.co/image/ab67616d0000b2730f79d1616e3b02368d41f458,2014-12-15,pop,electropop
Guilty Pleasure,Bryce Vine,50,https://i.scdn.co/image/ab67616d0000b273d67c496c586f830b6a73ea8c,2014-04-15,pop,indie poptimism
You Were Meant For Me,Jewel,65,https://i.scdn.co/image/ab67616d0000b2732c281a4d8ad41f63eef6332c,1995-02-28,rock,permanent wave
E.T.,Katy Perry,65,https://i.scdn.co/image/ab67616d0000b273937af329667311f4b2831616,2012-03-12,pop,electropop
Homecoming,Killstation,63,https://i.scdn.co/image/ab67616d0000b2738bfb0e8f3487985f64f3d22c,2016-04-01,rap,gangster rap
Here I Go Again - 2018 Remaster,Whitesnake,70,https://i.scdn.co/image/ab67616d0000b2732d0b092b97341c9f7f388d62,1987,rock,album rock
Russian Roulette,Rihanna,65,https://i.scdn.co/image/ab67616d0000b273ab647295c0c97446c1f1a3b5,2009-11-20,latin,latin hip hop
Can't Help Falling in Love,Christian Leave,66,https://i.scdn.co/image/ab67616d0000b27330f2517bdec04f3c628ede0d,2016-07-01,pop,post-teen pop
Taboo,Don Omar,1,https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94,2010-01-01,latin,reggaeton
This Is How We Do It,Montell Jordan,65,https://i.scdn.co/image/ab67616d0000b2730aba996870017b7e8cb5d8f1,1995-01-01,r&b,urban contemporary
THat Part,ScHoolboy Q,2,https://i.scdn.co/image/ab67616d0000b27325475181eb4622ed295f9485,2016-07-08,rap,southern hip hop
"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,64,https://i.scdn.co/image/ab67616d0000b2734ea1fd36ef7d78214011371c,1985,rock,album rock
She (Featuring Frank Ocean),"Tyler, The Creator",64,https://i.scdn.co/image/ab67616d0000b273042a9dff43f64e1acf918acd,2011-05-10,r&b,urban contemporary
Little Black Submarines,The Black Keys,64,https://i.scdn.co/image/ab67616d0000b2736a21b97de47168df4f0c1993,2011-12-06,rock,permanent wave
Angel With A Shotgun,The Cab,64,https://i.scdn.co/image/ab67616d0000b27351b73e24fb27b3c68159bcb3,2011,pop,post-teen pop
I Love It (feat. Charli XCX) - Original Version,Icona Pop,66,https://i.scdn.co/image/ab67616d0000b273d6963d8a76c80d9f47bbdc59,2012-06-19,pop,indie poptimism
Kathleen,Catfish and the Bottlemen,66,https://i.scdn.co/image/ab67616d0000b273b87da477ad10e87b09b88d1e,2014-09-15,rock,permanent wave
Slow Jamz,Twista,3,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78,2004-02-13,r&b,hip pop
Song 2,Blur,64,https://i.scdn.co/image/ab67616d0000b2736eba1a0996d9e69ad20ec88b,2000-10-23,rock,permanent wave
Weightless,All Time Low,0,https://i.scdn.co/image/ab67616d0000b27324889965c2b453cbd439a7f6,2009-07-06,pop,post-teen pop
Heart Don't Stand a Chance,Anderson .Paak,59,https://i.scdn.co/image/ab67616d0000b273f8e77075414234fd77fce32b,2016-01-15,r&b,urban contemporary
Silvertongue,Young the Giant,66,https://i.scdn.co/image/ab67616d0000b273e1b41f261acaa01849b42991,2016-08-12,pop,indie poptimism
"Head Over Heels - Dave Bascombe 7"" N.Mix",Tears For Fears,64,https://i.scdn.co/image/ab67616d0000b27306b6bd6a604768e044abbd38,1985-02-25,rock,permanent wave
For Those About to Rock (We Salute You),AC/DC,58,https://i.scdn.co/image/ab67616d0000b2730d025344564dfda2e57f9ffd,1981-11-23,rock,classic rock
Your Soul,Hippie Sabotage,3,https://i.scdn.co/image/ab67616d0000b27317720116d4dc812119afa124,2014-03-11,pop,indie poptimism
Mujeres,Ricardo Arjona,68,https://i.scdn.co/image/ab67616d0000b273ab497e0fae9d1c8ef2e7a165,1989-08-01,latin,latin pop
Bad Reputation,Joan Jett & The Blackhearts,63,https://i.scdn.co/image/ab67616d0000b273649fa6da25444974c752db30,1981-01-23,rock,classic rock
Edge of Seventeen - 2016 Remaster,Stevie Nicks,61,https://i.scdn.co/image/ab67616d0000b273af14d74d5e308ce2f3ec22f8,2016-11-04,rock,album rock
The Stroke - Remastered,Billy Squier,64,https://i.scdn.co/image/ab67616d0000b273f4822f8034e697410a14a297,1981,rock,album rock
I Wanna Get Better,Bleachers,53,https://i.scdn.co/image/ab67616d0000b2734849278ce9876ebea7353d66,2014-02-18,pop,post-teen pop
Limelight,Rush,69,https://i.scdn.co/image/ab67616d0000b27372833c1ae3343cbfb4617073,1981-02-12,rock,classic rock
People Help the People,Birdy,54,https://i.scdn.co/image/ab67616d0000b273cdebae610076f51e8b7b20f4,2011-11-04,rock,album rock
Ai Se Eu Te Pego - Ao Vivo,Michel Teló,5,https://i.scdn.co/image/ab67616d0000b273f03e65bf348f8bc52f72d8d6,2011-08-21,pop,post-teen pop
Black Widow,Iggy Azalea,64,https://i.scdn.co/image/ab67616d0000b273ecdc9b06e4b96c6ed4c83699,2014-01-01,pop,post-teen pop
Hold the Line,TOTO,75,https://i.scdn.co/image/ab67616d0000b27352cc0969572e48332f0bf982,1978-10-10,pop,post-teen pop
Seasons (Waiting On You),Future Islands,66,https://i.scdn.co/image/ab67616d0000b273fc28f848a959a286c2d91ffa,2014-03-24,pop,dance pop
Aparentemente,Yaga & Mackie,62,https://i.scdn.co/image/ab67616d0000b273541ad1e3c525ba99df7293ea,2015-07-14,latin,reggaeton
You Can't Save Me,SiR,66,https://i.scdn.co/image/ab67616d0000b273bbee5481e94a03f4fd26fac4,2019-08-30,r&b,urban contemporary
Novocaine,The Unlikely Candidates,65,https://i.scdn.co/image/ab67616d0000b2730490e22363113ee0f8262624,2019-03-22,pop,indie poptimism
Lessons In Love,Level 42,61,https://i.scdn.co/image/ab67616d0000b273cefb195c53a73383add7f5f7,1987,rock,permanent wave
Someone To Spend Time With,Los Retros,64,https://i.scdn.co/image/ab67616d0000b27302a532e4de8c59f703de85f8,2019-02-12,r&b,hip pop
Get Stüpid,bülow,67,https://i.scdn.co/image/ab67616d0000b2737619da2f72cb9e23f7f7b5ad,2019-04-05,pop,post-teen pop
Carbonated Water,Ski Mask The Slump God,73,https://i.scdn.co/image/ab67616d0000b27350b52600c53b33e9cc9450f2,2019-10-31,rap,hip hop
It's a Sin - 2001 Remaster,Pet Shop Boys,38,https://i.scdn.co/image/ab67616d0000b273462f0658a21d6baeea08c3c0,1987-09-07,pop,electropop
Killing Me Slowly,Bad Wolves,65,https://i.scdn.co/image/ab67616d0000b2731289003f4068380088b64043,2019-08-23,rock,hard rock
Everywhere,Michelle Branch,64,https://i.scdn.co/image/ab67616d0000b27311e62b6d4e56b060aa71e09d,2001-07-31,pop,post-teen pop
Anti-Everything,Lost Kings,70,https://i.scdn.co/image/ab67616d0000b273bd7fda695042d6a9f4c8074a,2019-01-18,pop,indie poptimism
Crawling In The Dark,Hoobastank,4,https://i.scdn.co/image/ab67616d0000b2732b84b0acfeb9f6b07beecada,2001-01-01,rock,hard rock
Harmony Hall,Vampire Weekend,70,https://i.scdn.co/image/ab67616d0000b273a2b1d3e73c66663c01351bcf,2019-05-03,r&b,hip pop
There's Still A Light In The House,Valley,16,https://i.scdn.co/image/ab67616d0000b2730cdb4b03fd27a1301592a5e3,2018-11-23,pop,indie poptimism
Good Day,Surfaces,69,https://i.scdn.co/image/ab67616d0000b273e29dd8d529379b828854097d,2019-10-04,pop,indie poptimism
214,Rivermaya,63,https://i.scdn.co/image/ab67616d0000b273ed85086a2f9577635caff039,2001,rock,classic rock
Shotta Flow 3,NLE Choppa,74,https://i.scdn.co/image/ab67616d0000b2732dbac90faedd727bb6ae5a86,2019-07-19,rap,gangster rap
make up,POORSTACY,9,https://i.scdn.co/image/ab67616d0000b273dc8158d43532b5e11ab95aae,2019-05-10,rap,trap
7 Things - Single Version,Miley Cyrus,61,https://i.scdn.co/image/ab67616d0000b273e345458751c029f411db3d5b,2008-01-01,pop,post-teen pop
Cuando Me Enamoro,Enrique Iglesias,65,https://i.scdn.co/image/ab67616d0000b27361b07d8471f34aa6616eaf21,2010-01-01,latin,latin pop
Better Day (feat. Aloe Blacc),Young Bombs,62,https://i.scdn.co/image/ab67616d0000b2733f2c7dfd2d8c5a0deda8ef9a,2019-11-01,pop,dance pop
Amores extraños - Versión 2001,Laura Pausini,65,https://i.scdn.co/image/ab67616d0000b273f2549c5deed2d30733a7b0e8,2001-10-08,latin,latin pop
Ela É do Tipo (feat. Drake) - Remix,MC Kevin o Chris,76,https://i.scdn.co/image/ab67616d0000b2739a49f55d97e798ce88a35323,2019-11-06,latin,latin pop
See Through,The Band CAMINO,14,https://i.scdn.co/image/ab67616d0000b273f232b955ad8637ecd04bfdf7,2019-05-14,pop,indie poptimism
Right Back,Khalid,70,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60,2019-04-05,latin,latin pop
Don't Waste My Time (feat. Ella Mai),Usher,73,https://i.scdn.co/image/ab67616d0000b2734fa18352505d3fe7641d11b3,2019-12-13,latin,latin pop
Estamos Arriba,Bad Bunny,72,https://i.scdn.co/image/ab67616d0000b273d5521aca292eb630aa98b5a3,2019-06-14,rap,trap
Protect Ya Neck,Wu-Tang Clan,66,https://i.scdn.co/image/ab67616d0000b2735901aaa980d3e714bf01171c,1993-11-09,rap,southern hip hop
Canalla,Romeo Santos,68,https://i.scdn.co/image/ab67616d0000b27394622369386da9eac528e2fe,2019-04-05,latin,tropical
Anemone,The Brian Jonestown Massacre,62,https://i.scdn.co/image/ab67616d0000b2732557f5ed1ca07d5111d49b93,2008-06-09,rock,permanent wave
Woke Up Late (feat. Hailee Steinfeld),Drax Project,32,https://i.scdn.co/image/ab67616d0000b273c3d189e89413517db7898f2e,2019-01-21,r&b,hip pop
That's The Way Love Goes,Janet Jackson,65,https://i.scdn.co/image/ab67616d0000b273e63518d50aff63f57d2b8ead,1993-05-18,r&b,new jack swing
Permitame,Tony Dize,2,https://i.scdn.co/image/ab67616d0000b273d43d9417ff284b7555221c46,2008-01-01,latin,reggaeton
SAYONARA,Aries,53,https://i.scdn.co/image/ab67616d0000b2735d084c9ce80631cbce8d84c2,2018-04-11,pop,indie poptimism
Imported (with 6LACK),Jessie Reyez,74,https://i.scdn.co/image/ab67616d0000b2737a72b0773c12bb77eecfde86,2019-04-09,r&b,urban contemporary
Just Us (feat. SZA),DJ Khaled,71,https://i.scdn.co/image/ab67616d0000b273fa2741071b31bb94cb4232ae,2019-05-17,latin,latin pop
Writing on the Wall (feat. Post Malone & Cardi B),French Montana,82,https://i.scdn.co/image/ab67616d0000b2730f8fbe43a3801b86826e9341,2019-09-27,latin,latin pop
With U,SwuM,64,https://i.scdn.co/image/ab67616d0000b273f5d96c37b435a7c5dad74ce9,2019-02-21,rap,hip hop
LOVE AGAIN,Daniel Caesar,69,https://i.scdn.co/image/ab67616d0000b2737607aa9ae7904e1b12907c93,2019-06-28,r&b,urban contemporary
BMO,Ari Lennox,67,https://i.scdn.co/image/ab67616d0000b273f1a1bdd330659e602cb927ec,2019-05-07,r&b,neo soul
Salgo Pa' la Calle,Daddy Yankee,64,https://i.scdn.co/image/ab67616d0000b27319eb158743ffb44a3c267916,2008-08-12,latin,reggaeton
Falling For Boys,Julia Michaels,67,https://i.scdn.co/image/ab67616d0000b273392fe1e2e2719b901c07b827,2019-06-28,pop,indie poptimism
Fight Music,D12,4,https://i.scdn.co/image/ab67616d0000b2739f2ea05aa0ad163b4bf35b89,2001-01-01,rap,gangster rap
Death (feat. DaBaby),Trippie Redd,82,https://i.scdn.co/image/ab67616d0000b2733d7a85786292feb040e66ccc,2019-11-12,rap,hip hop
All Around The World (La La La),R3HAB,80,https://i.scdn.co/image/ab67616d0000b273a00223ed12cbe970848b3107,2019-04-05,pop,dance pop
Turn Me On,Kevin Lyttle,65,https://i.scdn.co/image/ab67616d0000b27373b8d34fa1ece5bb3cbf6bfb,2004-03-30,latin,reggaeton
Love Is Gone,SLANDER,62,https://i.scdn.co/image/ab67616d0000b27329a582922631710b2cf10d64,2019-05-10,edm,pop edm
Better,Khalid,76,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60,2018-09-14,pop,dance pop
Change (with Kehlani),Arin Ray,59,https://i.scdn.co/image/ab67616d0000b273a94665a6a73efb12d037d3f0,2019-08-16,r&b,urban contemporary
smiling when i die,Sasha Sloan,68,https://i.scdn.co/image/ab67616d0000b273702279fe3600db081183d583,2019-09-20,pop,indie poptimism
The Unforgiven,Metallica,15,https://i.scdn.co/image/ab67616d0000b273af07dc851962508661bbcfce,1991-08-12,rock,classic rock
Oh Boy,Cam’ron,65,https://i.scdn.co/image/ab67616d0000b27354388a81cab4233f627afd2d,2002-01-01,rap,hip hop
In Bloom - Nevermind Version,Nirvana,64,https://i.scdn.co/image/ab67616d0000b273e175a19e530c898d167d39bf,1991-09-26,rock,permanent wave
"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,70,https://i.scdn.co/image/ab67616d0000b273413a6c2c7b296d98171e5e21,1975-01-01,rock,classic rock
(Everything I Do) I Do It For You,Bryan Adams,74,https://i.scdn.co/image/ab67616d0000b2733b6427c8257e341348dc5e2a,1991-09-24,rock,hard rock
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,66,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,2016-05-27,pop,electropop
Laura no està,Nek,58,https://i.scdn.co/image/ab67616d0000b273bd1a8fb002a22967a0be9de0,2004,latin,latin pop
Big in Japan,Alphaville,65,https://i.scdn.co/image/ab67616d0000b2734b89690216baf8e04fdd3056,1984-09-27,pop,electropop
Ways to Go,Grouplove,63,https://i.scdn.co/image/ab67616d0000b2734cfe4b79188595b591b1f50a,2013-09-17,pop,indie poptimism
Love Like This,Faith Evans,63,https://i.scdn.co/image/ab67616d0000b2737dcc4d585c525dc7c6176ecb,1998,r&b,urban contemporary
Como Antes (feat. Wisin),Yandel,67,https://i.scdn.co/image/ab67616d0000b273b54d1c695daae20467312eb3,2017-09-08,latin,reggaeton
Manto Estelar,Mœnia,65,https://i.scdn.co/image/ab67616d0000b27396ef54d65e887c3cddda1da5,1999-01-01,pop,electropop
5 Letras,Alexis y Fido,64,https://i.scdn.co/image/ab67616d0000b27329d73e11d466d6dd8917173f,2007-09-28,latin,reggaeton
No One Knows,Queens of the Stone Age,71,https://i.scdn.co/image/ab67616d0000b2739b62c36a1f8ac00d60f460cc,2002-01-01,rock,permanent wave
Everybody,Logic,69,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805,2017-05-05,rap,hip hop
Chum,Earl Sweatshirt,67,https://i.scdn.co/image/ab67616d0000b27346f9bf1154c7205b0e8b1667,2013-08-16,pop,dance pop
Burn,Ellie Goulding,65,https://i.scdn.co/image/ab67616d0000b273474301b91976f6310bbe90a1,2013-01-01,pop,post-teen pop
Todas Mueren por Mí,Cartel De Santa,58,https://i.scdn.co/image/ab67616d0000b273c42810c222234ae31e5b48b5,2004-12-06,rap,gangster rap
Rosa Parks,OutKast,63,https://i.scdn.co/image/ab67616d0000b273377a6d2051b23afea65ee41a,1998-09-29,rap,southern hip hop
Love Me Again,John Newman,72,https://i.scdn.co/image/ab67616d0000b273c31ce98936c6c5d0deefe978,2013-01-01,pop,electropop
Ahora Es,Wisin & Yandel,64,https://i.scdn.co/image/ab67616d0000b2735374e0160ead917b6e73b61f,2007-01-01,latin,latin pop
Twinz (Deep Cover 98) (feat. Fat Joe),Big Pun,65,https://i.scdn.co/image/ab67616d0000b2738c7a8e68dc5c20bb72f713f2,1999-08-28,rap,hip hop
Eres para Mí (with Anita Tijoux),Julieta Venegas,0,https://i.scdn.co/image/ab67616d0000b273a043fa84be801dca33dacca1,2006-05-25,latin,latin pop
Rock Wit U (Awww Baby),Ashanti,64,https://i.scdn.co/image/ab67616d0000b27352ac190aeaea5489d6f37851,2003-01-01,r&b,hip pop
Officially Missing You,Tamia,52,https://i.scdn.co/image/ab67616d0000b273d531d102958403d18f849874,2004-04-05,r&b,urban contemporary
Walkin' On The Sun,Smash Mouth,64,https://i.scdn.co/image/ab67616d0000b27366ec7d795b727cd90bd09690,1997-07-08,rock,permanent wave
Cool Girl,Tove Lo,8,https://i.scdn.co/image/ab67616d0000b2739f0c014998bac13d3181474c,2016-10-28,pop,electropop
You And I,LÉON,66,https://i.scdn.co/image/ab67616d0000b273cc04a01b9069278c09d970d7,2019-03-01,pop,indie poptimism
Hard in Da Paint,Waka Flocka Flame,65,https://i.scdn.co/image/fade577145599daff924bb7b28386a84f67bd1db,2010-10-01,rap,hip hop
Rack City,Tyga,6,https://i.scdn.co/image/ab67616d0000b273057041c8045ff3457b99a218,2011-01-01,rap,southern hip hop
HandClap,Fitz and The Tantrums,67,https://i.scdn.co/image/ab67616d0000b2734d991176cbf36bd168e00a0a,2017-07-24,latin,latin hip hop
Carrying Your Love With Me,George Strait,62,https://i.scdn.co/image/ab67616d0000b273d8cc8031949336177c74989a,1997-01-01,latin,latin hip hop
No Promises (feat. Demi Lovato),Cheat Codes,73,https://i.scdn.co/image/ab67616d0000b273062bb63b7d23422bd4cc420e,2017-03-31,pop,electropop
Dammit,blink-182,3,https://i.scdn.co/image/ab67616d0000b273330500a40905b093b134396a,1997-01-01,pop,post-teen pop
How's It Going to Be,Third Eye Blind,64,https://i.scdn.co/image/ab67616d0000b27311515e87e0001996f6ab35e3,1997-04-08,rock,permanent wave
Dance With The Devil,Breaking Benjamin,65,https://i.scdn.co/image/ab67616d0000b2737a3d77a6bd0814a5998f7749,2006-01-01,rock,hard rock
No Smoke,YoungBoy Never Broke Again,69,https://i.scdn.co/image/ab67616d0000b27335a495a98f6becd41316ca2c,2017-08-04,rap,southern hip hop
Normal Girl,SZA,62,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,2017-06-09,r&b,neo soul
Go Gina,SZA,62,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,2017-06-09,r&b,neo soul
Flexicution,Logic,66,https://i.scdn.co/image/ab67616d0000b273b497e0b2e0c08b470ee70648,2016-07-01,rap,hip hop
Wing$,Macklemore & Ryan Lewis,63,https://i.scdn.co/image/ab67616d0000b273162f60d1c6de9aa46b138399,2012-10-10,pop,electropop
Let's Dance - 2002 Remaster,David Bowie,65,https://i.scdn.co/image/ab67616d0000b273d706bf752d9d31845b80d1e8,1983,r&b,urban contemporary
Champion Of Death,$uicideBoy$,65,https://i.scdn.co/image/ab67616d0000b273c45b16235992f5dffca1e705,2016-07-22,rap,gangster rap
La Chona,Los Tucanes De Tijuana,64,https://i.scdn.co/image/ab67616d0000b273b9ac4651231d2e816203d3ac,2017-09-13,latin,latin hip hop
Shadowboxin',GZA,64,https://i.scdn.co/image/ab67616d0000b27384b6abc19fb31fb382378bbc,1995-01-01,rap,southern hip hop
Un Montón De Estrellas,Polo Montañez,61,https://i.scdn.co/image/ab67616d0000b2738296848031aab0571d7f4e27,2000-03-14,latin,tropical
Sex,Cheat Codes,1,https://i.scdn.co/image/ab67616d0000b273f72b466f20c5cf3562cb9bc6,2016-05-27,pop,electropop
We'll Be Coming Back (feat. Example),Calvin Harris,63,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,2012-10-26,edm,pop edm
Silhouettes - Original Radio Edit,Avicii,12,https://i.scdn.co/image/ab67616d0000b273013a8b3d2a0a8028622ffd5c,2012-01-01,edm,pop edm
Greyhound,Swedish House Mafia,65,https://i.scdn.co/image/ab67616d0000b273781f6dd5abe91929df0314e3,2012-01-01,edm,progressive electro house
2 / 14,The Band CAMINO,67,https://i.scdn.co/image/ab67616d0000b2736048ef1eb1acce7cb55e8cdf,2016-04-01,pop,indie poptimism
Obstacle 1,Interpol,51,https://i.scdn.co/image/ab67616d0000b273f7ae8ba8b335b781af9bf9d4,2002,rock,permanent wave
The Drugs Don't Work,The Verve,11,https://i.scdn.co/image/ab67616d0000b273c038b03e66fb6de76a5b3904,1997-09-29,rock,album rock
War of Change,Thousand Foot Krutch,63,https://i.scdn.co/image/ab67616d0000b273405821bcbb01d247dd24ec63,2012-04-17,rock,hard rock
Litty (feat. Tory Lanez),Meek Mill,65,https://i.scdn.co/image/ab67616d0000b2730a6f4e78a01fd779ebaace83,2016-10-28,rap,gangster rap
Experiencia Religiosa,Enrique Iglesias,6,https://i.scdn.co/image/ab67616d0000b2730aab643232cb0f0a78349929,1995,latin,latin pop
Donde Estas Corazon,Shakira,62,https://i.scdn.co/image/ab67616d0000b273021b9779a9dbaa6a976edb2d,1995-10-06,latin,latin pop
Call on Me - Ryan Riback Remix,Starley,68,https://i.scdn.co/image/ab67616d0000b2731148c1ca867495f48cd3532a,2016-10-18,pop,indie poptimism
A-Team,Travis Scott,66,https://i.scdn.co/image/ab67616d0000b273d0c92f4f71a3c437f620a366,2016-02-06,rap,hip hop
Fanática Sensual,Plan B,62,https://i.scdn.co/image/ab67616d0000b273bd88e490e34600dad8add229,2014-08-25,latin,reggaeton
At Your Best (You Are Love),Aaliyah,37,https://i.scdn.co/image/ab67616d0000b27371aaf1ce904c974ed4efc0c8,1994-05-24,r&b,urban contemporary
Never Call Me,Jhené Aiko,0,https://i.scdn.co/image/ab67616d0000b2737ccc8005498d9f75b03333c2,2017-09-22,r&b,neo soul
Sheep,Mt. Joy,64,https://i.scdn.co/image/ab67616d0000b27337e0f481b0449e8e49d77636,2017-01-18,pop,indie poptimism
Thuggish Ruggish Bone,Bone Thugs-N-Harmony,1,https://i.scdn.co/image/ab67616d0000b2734265ced59f64378b8a1904ad,1994,rap,gangster rap
Lean Back,Terror Squad,5,https://i.scdn.co/image/ab67616d0000b2732e49046fecfba5be6bc7b92a,2004-01-01,rap,southern hip hop
Walk Like an Egyptian,The Bangles,63,https://i.scdn.co/image/ab67616d0000b273fed4a89ebe66064c67f2f4ea,2004,pop,electropop
Champagne & Sunshine (Ellusive Remix),PLVTINUM,66,https://i.scdn.co/image/ab67616d0000b2731a7cc189a7e462cb82672b88,2017-03-31,r&b,hip pop
Dubai Shit,Huncho Jack,1,https://i.scdn.co/image/ab67616d0000b273631973893e94d01cfcdf0e5e,2017-12-21,r&b,urban contemporary
Ascension (Don't Ever Wonder),Maxwell,65,https://i.scdn.co/image/ab67616d0000b27369931b586220aaf949babbe5,1996-04-02,r&b,urban contemporary
Wish I Didn't Miss You,Angie Stone,62,https://i.scdn.co/image/ab67616d0000b2735dee330121693d5b21e7fe4b,2001-10-16,r&b,neo soul
En La Cama (feat. Daddy Yankee),Nicky Jam,63,https://i.scdn.co/image/ab67616d0000b273d64046e2aaf92404b585eb18,2016-02-24,latin,reggaeton
Safari Song,Greta Van Fleet,66,https://i.scdn.co/image/ab67616d0000b27357b7f789d328c205b4d15893,2017-11-10,rap,southern hip hop
Everyday We Lit (feat. PnB Rock),YFN Lucci,66,https://i.scdn.co/image/ab67616d0000b27399f23b6f2256a0382b7e8fa7,2017-03-03,r&b,hip pop
Breath,Breaking Benjamin,61,https://i.scdn.co/image/ab67616d0000b2735aa75a47afe2804e280bd149,2006-01-01,rock,hard rock
Soldiers,Otherwise,0,https://i.scdn.co/image/ab67616d0000b27370c8f324238c9cd21da4f74a,2012-03-05,rock,hard rock
La fuerza del corazón,Alejandro Sanz,22,https://i.scdn.co/image/ab67616d0000b273a6c7944399db42fd75e4d655,1995-05-05,latin,latin pop
One Foot,WALK THE MOON,65,https://i.scdn.co/image/ab67616d0000b273ffbb5bd9ea83111033066254,2017-11-10,pop,indie poptimism
Childs Play (feat. Chance the Rapper),SZA,63,https://i.scdn.co/image/ab67616d0000b27332f1a3721efb2ddfb91b9c82,2014-04-08,r&b,urban contemporary
Only in My Dreams,The Marías,63,https://i.scdn.co/image/ab67616d0000b2730924b9c6232d2348d4efa0dc,2017-11-03,rock,permanent wave
Hold Me Down,Daniel Caesar,65,https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037,2017-08-25,r&b,neo soul
Think About Me,dvsn,65,https://i.scdn.co/image/ab67616d0000b27301ff5212ec32ced8d1b4baf9,2017-10-13,r&b,neo soul
Banana Clip,Miguel,66,https://i.scdn.co/image/ab67616d0000b2735e9dff10c31ac14c6c6c920d,2017-12-01,r&b,urban contemporary
Truffle Butter,Nicki Minaj,64,https://i.scdn.co/image/ab67616d0000b2731e0a93db928b32f1992fd3e8,2015-01-23,rap,southern hip hop
Edition,Rex Orange County,67,https://i.scdn.co/image/ab67616d0000b273509cef30f965f28a3a649afa,2017-09-12,rock,permanent wave
Live Wire,Mötley Crüe,64,https://i.scdn.co/image/ab67616d0000b273dec0c1dbc765351cf6b05391,1981,rock,album rock
Wrong Side of Heaven,Five Finger Death Punch,67,https://i.scdn.co/image/ab67616d0000b273d7ad34895b112bcbfbe760f3,2013-07-26,rock,hard rock
The Fox (What Does the Fox Say?),Ylvis,65,https://i.scdn.co/image/ab67616d0000b273078f1176c3c725de8e95f490,2013-09-02,pop,post-teen pop
"Call It Fate, Call It Karma",The Strokes,63,https://i.scdn.co/image/ab67616d0000b273cc6240412c50b7c5a583ffeb,2013-03-22,rock,permanent wave
Hell Yeah,Rev Theory,63,https://i.scdn.co/image/ab67616d0000b2732681f74b3fb3ba803bcc0577,2008-01-01,rock,hard rock
Word Up,Cameo,63,https://i.scdn.co/image/ab67616d0000b273995be721b726637e1b9f8972,1986-01-01,rock,album rock
In My Head,Jason Derulo,64,https://i.scdn.co/image/ab67616d0000b273c7b1b93cd2dcb8d528a30a1d,2010-02-24,pop,post-teen pop
Amanda,Boston,62,https://i.scdn.co/image/ab67616d0000b2736afc19da3f2a77ec9e9eda47,1986-01-01,rock,album rock
Golden Skans,Klaxons,64,https://i.scdn.co/image/ab67616d0000b273a6ba454df44d588fbc6bc983,2007,rock,permanent wave
O-o-h Child,The Five Stairsteps,63,https://i.scdn.co/image/ab67616d0000b273b4b2642b767f641a15c9fef1,2001-11-06,rock,album rock
You're Going Down,Sick Puppies,62,https://i.scdn.co/image/ab67616d0000b273335f7a7a00b228e3f1a34abb,2009,rock,hard rock
Over,Drake,63,https://i.scdn.co/image/ab67616d0000b27311b21e8b868800918d21bb77,2010-01-01,rap,hip hop
Cats In The Cradle,Ugly Kid Joe,7,https://i.scdn.co/image/ab67616d0000b27359afd13f40fa2b0aab89bb0e,2003-01-01,rock,classic rock
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,65,https://i.scdn.co/image/ab67616d0000b27315220cf0d8a63c67c8daaaa6,2017-11-24,pop,dance pop
You Know How We Do It,Ice Cube,60,https://i.scdn.co/image/ab67616d0000b27355af7e0cd246a50f8cd15194,2001-12-04,rap,gangster rap
Sunrise (feat. Jason Walker),Kygo,13,https://i.scdn.co/image/ab67616d0000b273238d888f4282893ed8f83f2a,2017-11-03,pop,electropop
